AreaCode,AreaName,Date,CumulatedCase,CumulatedDeath,CumulatedFirstVaccin
E12000009,South West,10/3/2022,1450217,10681,4600160
K02000001,United Kingdom,10/3/2022,29006.6,188518,52692089
E12000001,North East,9/3/2022,842462,8797,2082417
E12000002,North West,9/3/2022,2309279,25285,5601824
E12000003,Yorkshire and The Humber,9/3/2022,1613118,16293,4192121
E12000004,East Midlands,9/3/2022,1402609,14569,3760799
E12000005,West Midlands,9/3/2022,1701731,19060,4440974
E12000006,East of England,9/3/2022,1753893,18093,4891563
E12000007,London,9/3/2022,2604613,22868,6432963
E12000008,South East,9/3/2022,2577192,24701,7310626
E12000009,South West,9/3/2022,1442751,10667,4600267
K02000001,United Kingdom,9/3/2022,28881.2,188405,52687324
E12000001,North East,8/3/2022,840852,8794,2082281
E12000002,North West,8/3/2022,2303997,25274,5601377
E12000003,Yorkshire and The Humber,8/3/2022,1609577,16282,4191784
E12000004,East Midlands,8/3/2022,1398218,14560,3760580
E12000005,West Midlands,8/3/2022,1697439,19047,4440540
E12000006,East of England,8/3/2022,1746593,18081,4891428
E12000007,London,8/3/2022,2597907,22861,6432035
E12000008,South East,8/3/2022,2566083,24688,7310175
E12000009,South West,8/3/2022,1436124,10661,4600037
K02000001,United Kingdom,8/3/2022,28781.5,188301,52682128
E12000001,North East,7/3/2022,839400,8790,2082233
E12000002,North West,7/3/2022,2299384,25266,5601050
E12000003,Yorkshire and The Humber,7/3/2022,1606688,16272,4191589
E12000004,East Midlands,7/3/2022,1394876,14554,3760521
E12000005,West Midlands,7/3/2022,1694250,19037,4440291
E12000006,East of England,7/3/2022,1740469,18071,4891332
E12000007,London,7/3/2022,2591956,22850,6430988
E12000008,South East,7/3/2022,2557205,24665,7309813
E12000009,South West,7/3/2022,1430218,10646,4599911
K02000001,United Kingdom,7/3/2022,28689.5,188185,52677564
E12000001,North East,6/3/2022,,8787,2082095
E12000002,North West,6/3/2022,,25246,5600537
E12000003,Yorkshire and The Humber,6/3/2022,,16262,4191185
E12000004,East Midlands,6/3/2022,,14543,3760239
E12000005,West Midlands,6/3/2022,,19029,4439856
E12000006,East of England,6/3/2022,,18064,4891002
E12000007,London,6/3/2022,,22842,6429788
E12000008,South East,6/3/2022,,24651,7309322
E12000009,South West,6/3/2022,,10637,4599607
K02000001,United Kingdom,6/3/2022,28501.5,188062,52672968
E12000001,North East,5/3/2022,,8785,
E12000002,North West,5/3/2022,,25241,
E12000003,Yorkshire and The Humber,5/3/2022,,16258,
E12000004,East Midlands,5/3/2022,,14534,
E12000005,West Midlands,5/3/2022,,19021,
E12000006,East of England,5/3/2022,,18058,
E12000007,London,5/3/2022,,22834,
E12000008,South East,5/3/2022,,24641,
E12000009,South West,5/3/2022,,10630,
K02000001,United Kingdom,5/3/2022,28501.5,187973,52668909
E12000001,North East,4/3/2022,836575,8778,
E12000002,North West,4/3/2022,2290017,25235,
E12000003,Yorkshire and The Humber,4/3/2022,1600254,16251,
E12000004,East Midlands,4/3/2022,1387274,14528,
E12000005,West Midlands,4/3/2022,1686932,19007,
E12000006,East of England,4/3/2022,1727406,18050,
E12000007,London,4/3/2022,2577913,22830,
E12000008,South East,4/3/2022,2536533,24621,
E12000009,South West,4/3/2022,1417220,10622,
K02000001,United Kingdom,4/3/2022,28501.5,187873,52660741
E12000001,North East,3/3/2022,835418,8773,
E12000002,North West,3/3/2022,2286772,25225,
E12000003,Yorkshire and The Humber,3/3/2022,1597936,16244,
E12000004,East Midlands,3/3/2022,1384848,14519,
E12000005,West Midlands,3/3/2022,1684493,18997,
E12000006,East of England,3/3/2022,1723137,18037,
E12000007,London,3/3/2022,2572954,22823,
E12000008,South East,3/3/2022,2530159,24608,
E12000009,South West,3/3/2022,1413046,10612,
K02000001,United Kingdom,3/3/2022,28435.2,187764,52654053
E12000001,North East,2/3/2022,834385,8769,
E12000002,North West,2/3/2022,2283534,25213,
E12000003,Yorkshire and The Humber,2/3/2022,1595402,16238,
E12000004,East Midlands,2/3/2022,1382230,14514,
E12000005,West Midlands,2/3/2022,1681898,18986,
E12000006,East of England,2/3/2022,1718724,18027,
E12000007,London,2/3/2022,2568054,22817,
E12000008,South East,2/3/2022,2523211,24593,
E12000009,South West,2/3/2022,1408709,10607,
K02000001,United Kingdom,2/3/2022,28367.6,187666,52647706
E12000001,North East,1/3/2022,833223,8760,
E12000002,North West,1/3/2022,2280532,25202,
E12000003,Yorkshire and The Humber,1/3/2022,1593240,16233,
E12000004,East Midlands,1/3/2022,1379697,14504,
E12000005,West Midlands,1/3/2022,1679265,18975,
E12000006,East of England,1/3/2022,1714626,18010,
E12000007,London,1/3/2022,2563137,22808,
E12000008,South East,1/3/2022,2516447,24563,
E12000009,South West,1/3/2022,1404418,10602,
K02000001,United Kingdom,1/3/2022,28302.4,187521,52640258
E12000001,North East,28/2/2022,832263,8755,
E12000002,North West,28/2/2022,2277947,25186,
E12000003,Yorkshire and The Humber,28/2/2022,1591308,16224,
E12000004,East Midlands,28/2/2022,1377631,14500,
E12000005,West Midlands,28/2/2022,1677043,18969,
E12000006,East of England,28/2/2022,1711163,18000,
E12000007,London,28/2/2022,2559187,22800,
E12000008,South East,28/2/2022,2511119,24544,
E12000009,South West,28/2/2022,1400637,10598,
K02000001,United Kingdom,28/2/2022,28155,187417,52634448
E12000001,North East,27/2/2022,,8753,
E12000002,North West,27/2/2022,,25167,
E12000003,Yorkshire and The Humber,27/2/2022,,16221,
E12000004,East Midlands,27/2/2022,,14494,
E12000005,West Midlands,27/2/2022,,18954,
E12000006,East of England,27/2/2022,,17987,
E12000007,London,27/2/2022,,22797,
E12000008,South East,27/2/2022,,24531,
E12000009,South West,27/2/2022,,10590,
K02000001,United Kingdom,27/2/2022,28032.8,187312,52628660
E12000001,North East,26/2/2022,,8748,
E12000002,North West,26/2/2022,,25160,
E12000003,Yorkshire and The Humber,26/2/2022,,16212,
E12000004,East Midlands,26/2/2022,,14486,
E12000005,West Midlands,26/2/2022,,18945,
E12000006,East of England,26/2/2022,,17977,
E12000007,London,26/2/2022,,22783,
E12000008,South East,26/2/2022,,24514,
E12000009,South West,26/2/2022,,10579,
K02000001,United Kingdom,26/2/2022,28032.8,187195,52623819
E12000001,North East,25/2/2022,830171,8745,
E12000002,North West,25/2/2022,2272147,25151,
E12000003,Yorkshire and The Humber,25/2/2022,1586899,16204,
E12000004,East Midlands,25/2/2022,1372920,14477,
E12000005,West Midlands,25/2/2022,1671875,18938,
E12000006,East of England,25/2/2022,1703645,17968,
E12000007,London,25/2/2022,2550057,22777,
E12000008,South East,25/2/2022,2498499,24498,
E12000009,South West,25/2/2022,1392376,10571,
K02000001,United Kingdom,25/2/2022,28032.8,187097,52614348
E12000001,North East,24/2/2022,829370,8740,
E12000002,North West,24/2/2022,2270115,25145,
E12000003,Yorkshire and The Humber,24/2/2022,1585279,16199,
E12000004,East Midlands,24/2/2022,1371100,14465,
E12000005,West Midlands,24/2/2022,1669918,18924,
E12000006,East of England,24/2/2022,1700685,17955,
E12000007,London,24/2/2022,2546128,22770,
E12000008,South East,24/2/2022,2493688,24481,
E12000009,South West,24/2/2022,1389312,10562,
K02000001,United Kingdom,24/2/2022,27985.7,186978,52606239
E12000001,North East,23/2/2022,828440,8738,
E12000002,North West,23/2/2022,2267344,25129,
E12000003,Yorkshire and The Humber,23/2/2022,1583337,16186,
E12000004,East Midlands,23/2/2022,1368858,14458,
E12000005,West Midlands,23/2/2022,1667605,18911,
E12000006,East of England,23/2/2022,1697164,17943,
E12000007,London,23/2/2022,2541694,22762,
E12000008,South East,23/2/2022,2487877,24472,
E12000009,South West,23/2/2022,1385712,10551,
K02000001,United Kingdom,23/2/2022,27928.4,186856,52598276
E12000001,North East,22/2/2022,827472,8737,
E12000002,North West,22/2/2022,2264863,25113,
E12000003,Yorkshire and The Humber,22/2/2022,1581339,16176,
E12000004,East Midlands,22/2/2022,1366644,14453,
E12000005,West Midlands,22/2/2022,1665160,18900,
E12000006,East of England,22/2/2022,1693379,17931,
E12000007,London,22/2/2022,2536804,22755,
E12000008,South East,22/2/2022,2481383,24455,
E12000009,South West,22/2/2022,1381840,10542,
K02000001,United Kingdom,22/2/2022,27869.9,186742,52589291
E12000001,North East,21/2/2022,826557,8734,
E12000002,North West,21/2/2022,2262005,25107,
E12000003,Yorkshire and The Humber,21/2/2022,1579190,16169,
E12000004,East Midlands,21/2/2022,1364092,14441,
E12000005,West Midlands,21/2/2022,1662841,18888,
E12000006,East of England,21/2/2022,1689169,17923,
E12000007,London,21/2/2022,2531948,22746,
E12000008,South East,21/2/2022,2475473,24440,
E12000009,South West,21/2/2022,1377937,10527,
K02000001,United Kingdom,21/2/2022,27808.9,186627,52581000
E12000001,North East,20/2/2022,825723,8731,
E12000002,North West,20/2/2022,2259430,25097,
E12000003,Yorkshire and The Humber,20/2/2022,1577320,16164,
E12000004,East Midlands,20/2/2022,1361658,14431,
E12000005,West Midlands,20/2/2022,1660770,18876,
E12000006,East of England,20/2/2022,1684710,17914,
E12000007,London,20/2/2022,2526977,22733,
E12000008,South East,20/2/2022,2469007,24420,
E12000009,South West,20/2/2022,1374274,10520,
K02000001,United Kingdom,20/2/2022,27752.1,186522,52573589
E12000001,North East,19/2/2022,824834,8726,
E12000002,North West,19/2/2022,2257192,25087,
E12000003,Yorkshire and The Humber,19/2/2022,1575314,16154,
E12000004,East Midlands,19/2/2022,1359525,14423,
E12000005,West Midlands,19/2/2022,1658603,18868,
E12000006,East of England,19/2/2022,1681625,17903,
E12000007,London,19/2/2022,2523595,22722,
E12000008,South East,19/2/2022,2464321,24396,
E12000009,South West,19/2/2022,1371356,10505,
K02000001,United Kingdom,19/2/2022,27705.8,186400,52568119
E12000001,North East,18/2/2022,823743,8723,
E12000002,North West,18/2/2022,2252939,25077,
E12000003,Yorkshire and The Humber,18/2/2022,1573062,16139,
E12000004,East Midlands,18/2/2022,1356994,14408,
E12000005,West Midlands,18/2/2022,1656129,18857,
E12000006,East of England,18/2/2022,1677747,17894,
E12000007,London,18/2/2022,2518774,22718,
E12000008,South East,18/2/2022,2457892,24378,
E12000009,South West,18/2/2022,1367537,10494,
K02000001,United Kingdom,18/2/2022,27647.4,186280,52557346
E12000001,North East,17/2/2022,822413,8717,
E12000002,North West,17/2/2022,2249759,25065,
E12000003,Yorkshire and The Humber,17/2/2022,1570465,16129,
E12000004,East Midlands,17/2/2022,1354114,14398,
E12000005,West Midlands,17/2/2022,1652794,18842,
E12000006,East of England,17/2/2022,1673152,17884,
E12000007,London,17/2/2022,2513192,22709,
E12000008,South East,17/2/2022,2450104,24356,
E12000009,South West,17/2/2022,1362661,10488,
K02000001,United Kingdom,17/2/2022,27577.1,186154,52551460
E12000001,North East,16/2/2022,820917,8710,
E12000002,North West,16/2/2022,2246002,25049,
E12000003,Yorkshire and The Humber,16/2/2022,1567442,16121,
E12000004,East Midlands,16/2/2022,1351028,14390,
E12000005,West Midlands,16/2/2022,1649321,18826,
E12000006,East of England,16/2/2022,1668228,17875,
E12000007,London,16/2/2022,2507271,22697,
E12000008,South East,16/2/2022,2441610,24344,
E12000009,South West,16/2/2022,1357187,10474,
K02000001,United Kingdom,16/2/2022,27500.5,186031,52542206
E12000001,North East,15/2/2022,819386,8703,
E12000002,North West,15/2/2022,2242105,25036,
E12000003,Yorkshire and The Humber,15/2/2022,1564394,16111,
E12000004,East Midlands,15/2/2022,1347882,14379,
E12000005,West Midlands,15/2/2022,1645476,18816,
E12000006,East of England,15/2/2022,1663118,17864,
E12000007,London,15/2/2022,2501118,22688,
E12000008,South East,15/2/2022,2432221,24329,
E12000009,South West,15/2/2022,1351229,10458,
K02000001,United Kingdom,15/2/2022,27420.4,185906,52531292
E12000001,North East,14/2/2022,817919,8701,
E12000002,North West,14/2/2022,2238815,25024,
E12000003,Yorkshire and The Humber,14/2/2022,1561664,16099,
E12000004,East Midlands,14/2/2022,1345226,14371,
E12000005,West Midlands,14/2/2022,1642135,18806,
E12000006,East of England,14/2/2022,1658796,17845,
E12000007,London,14/2/2022,2495944,22679,
E12000008,South East,14/2/2022,2424647,24308,
E12000009,South West,14/2/2022,1345793,10451,
K02000001,United Kingdom,14/2/2022,27352,185776,52522201
E12000001,North East,13/2/2022,816637,8696,
E12000002,North West,13/2/2022,2235995,25012,
E12000003,Yorkshire and The Humber,13/2/2022,1559143,16079,
E12000004,East Midlands,13/2/2022,1342696,14360,
E12000005,West Midlands,13/2/2022,1639203,18796,
E12000006,East of England,13/2/2022,1654977,17828,
E12000007,London,13/2/2022,2491597,22663,
E12000008,South East,13/2/2022,2417872,24287,
E12000009,South West,13/2/2022,1341155,10440,
K02000001,United Kingdom,13/2/2022,27290.4,185626,52514094
E12000001,North East,12/2/2022,815473,8690,
E12000002,North West,12/2/2022,2233238,24994,
E12000003,Yorkshire and The Humber,12/2/2022,1556909,16068,
E12000004,East Midlands,12/2/2022,1340123,14353,
E12000005,West Midlands,12/2/2022,1636470,18782,
E12000006,East of England,12/2/2022,1650817,17820,
E12000007,London,12/2/2022,2486733,22648,
E12000008,South East,12/2/2022,2410863,24264,
E12000009,South West,12/2/2022,1336936,10432,
K02000001,United Kingdom,12/2/2022,27229.5,185500,52506600
E12000001,North East,11/2/2022,814056,8683,
E12000002,North West,11/2/2022,2230002,24981,
E12000003,Yorkshire and The Humber,11/2/2022,1554143,16056,
E12000004,East Midlands,11/2/2022,1337057,14336,
E12000005,West Midlands,11/2/2022,1632884,18769,
E12000006,East of England,11/2/2022,1646298,17800,
E12000007,London,11/2/2022,2480958,22640,
E12000008,South East,11/2/2022,2403180,24238,
E12000009,South West,11/2/2022,1332047,10423,
K02000001,United Kingdom,11/2/2022,27161.9,185358,52491419
E12000001,North East,10/2/2022,812403,8677,
E12000002,North West,10/2/2022,2225903,24965,
E12000003,Yorkshire and The Humber,10/2/2022,1550573,16047,
E12000004,East Midlands,10/2/2022,1333212,14325,
E12000005,West Midlands,10/2/2022,1628805,18754,
E12000006,East of England,10/2/2022,1640747,17789,
E12000007,London,10/2/2022,2473856,22626,
E12000008,South East,10/2/2022,2393445,24213,
E12000009,South West,10/2/2022,1325916,10411,
K02000001,United Kingdom,10/2/2022,27074.9,185218,52480344
E12000001,North East,9/2/2022,810348,8666,
E12000002,North West,9/2/2022,2220841,24956,
E12000003,Yorkshire and The Humber,9/2/2022,1546393,16035,
E12000004,East Midlands,9/2/2022,1329194,14315,
E12000005,West Midlands,9/2/2022,1624422,18742,
E12000006,East of England,9/2/2022,1634409,17773,
E12000007,London,9/2/2022,2465923,22617,
E12000008,South East,9/2/2022,2382208,24197,
E12000009,South West,9/2/2022,1318879,10402,
K02000001,United Kingdom,9/2/2022,26833.3,185097,52468730
E12000001,North East,8/2/2022,808207,8657,
E12000002,North West,8/2/2022,2215832,24943,
E12000003,Yorkshire and The Humber,8/2/2022,1542091,16023,
E12000004,East Midlands,8/2/2022,1324430,14306,
E12000005,West Midlands,8/2/2022,1618889,18732,
E12000006,East of England,8/2/2022,1627212,17755,
E12000007,London,8/2/2022,2457021,22609,
E12000008,South East,8/2/2022,2369896,24176,
E12000009,South West,8/2/2022,1311073,10387,
K02000001,United Kingdom,8/2/2022,26733,184956,52458207
E12000001,North East,7/2/2022,805996,8647,
E12000002,North West,7/2/2022,2210503,24924,
E12000003,Yorkshire and The Humber,7/2/2022,1537933,16009,
E12000004,East Midlands,7/2/2022,1320003,14295,
E12000005,West Midlands,7/2/2022,1613601,18706,
E12000006,East of England,7/2/2022,1620361,17744,
E12000007,London,7/2/2022,2449012,22600,
E12000008,South East,7/2/2022,2358237,24153,
E12000009,South West,7/2/2022,1303698,10377,
K02000001,United Kingdom,7/2/2022,26634.3,184799,52447403
E12000001,North East,6/2/2022,804168,8640,
E12000002,North West,6/2/2022,2206372,24906,
E12000003,Yorkshire and The Humber,6/2/2022,1534178,15995,
E12000004,East Midlands,6/2/2022,1315850,14291,
E12000005,West Midlands,6/2/2022,1609256,18692,
E12000006,East of England,6/2/2022,1614005,17723,
E12000007,London,6/2/2022,2442186,22587,
E12000008,South East,6/2/2022,2347934,24133,
E12000009,South West,6/2/2022,1297396,10368,
K02000001,United Kingdom,6/2/2022,26549.1,184663,52437297
E12000001,North East,5/2/2022,802375,8633,
E12000002,North West,5/2/2022,2202008,24886,
E12000003,Yorkshire and The Humber,5/2/2022,1530151,15982,
E12000004,East Midlands,5/2/2022,1312001,14285,
E12000005,West Midlands,5/2/2022,1604513,18674,
E12000006,East of England,5/2/2022,1607766,17711,
E12000007,London,5/2/2022,2435268,22578,
E12000008,South East,5/2/2022,2337339,24111,
E12000009,South West,5/2/2022,1291427,10347,
K02000001,United Kingdom,5/2/2022,26464.8,184509,52428976
E12000001,North East,4/2/2022,800129,8625,
E12000002,North West,4/2/2022,2196284,24856,
E12000003,Yorkshire and The Humber,4/2/2022,1525517,15967,
E12000004,East Midlands,4/2/2022,1307183,14275,
E12000005,West Midlands,4/2/2022,1598888,18655,
E12000006,East of England,4/2/2022,1600901,17697,
E12000007,London,4/2/2022,2426973,22567,
E12000008,South East,4/2/2022,2326102,24086,
E12000009,South West,4/2/2022,1284310,10335,
K02000001,United Kingdom,4/2/2022,26370.8,184344,52414182
E12000001,North East,3/2/2022,797323,8614,
E12000002,North West,3/2/2022,2189742,24844,
E12000003,Yorkshire and The Humber,3/2/2022,1519868,15954,
E12000004,East Midlands,3/2/2022,1301296,14255,
E12000005,West Midlands,3/2/2022,1591669,18636,
E12000006,East of England,3/2/2022,1591954,17677,
E12000007,London,3/2/2022,2416122,22547,
E12000008,South East,3/2/2022,2311516,24073,
E12000009,South West,3/2/2022,1275993,10322,
K02000001,United Kingdom,3/2/2022,26248.5,184187,52399031
E12000001,North East,2/2/2022,794012,8601,
E12000002,North West,2/2/2022,2182759,24816,
E12000003,Yorkshire and The Humber,2/2/2022,1513430,15940,
E12000004,East Midlands,2/2/2022,1295004,14237,
E12000005,West Midlands,2/2/2022,1584479,18623,
E12000006,East of England,2/2/2022,1582551,17662,
E12000007,London,2/2/2022,2405212,22536,
E12000008,South East,2/2/2022,2294964,24048,
E12000009,South West,2/2/2022,1266440,10299,
K02000001,United Kingdom,2/2/2022,26117.2,184000,52385688
E12000001,North East,1/2/2022,790430,8596,
E12000002,North West,1/2/2022,2175097,24800,
E12000003,Yorkshire and The Humber,1/2/2022,1506561,15928,
E12000004,East Midlands,1/2/2022,1288341,14213,
E12000005,West Midlands,1/2/2022,1576394,18597,
E12000006,East of England,1/2/2022,1573202,17645,
E12000007,London,1/2/2022,2394136,22518,
E12000008,South East,1/2/2022,2278579,24025,
E12000009,South West,1/2/2022,1256273,10284,
K02000001,United Kingdom,1/2/2022,25981,183820,52373222
E12000001,North East,31/1/2022,785714,8577,
E12000002,North West,31/1/2022,2164231,24772,
E12000003,Yorkshire and The Humber,31/1/2022,1498455,15917,
E12000004,East Midlands,31/1/2022,1279666,14195,
E12000005,West Midlands,31/1/2022,1566094,18579,
E12000006,East of England,31/1/2022,1560962,17632,
E12000007,London,31/1/2022,2375622,22502,
E12000008,South East,31/1/2022,2258328,23995,
E12000009,South West,31/1/2022,1244308,10274,
K02000001,United Kingdom,31/1/2022,25813.3,183620,52360487
E12000001,North East,30/1/2022,737063,8564,
E12000002,North West,30/1/2022,2026971,24754,
E12000003,Yorkshire and The Humber,30/1/2022,1409006,15889,
E12000004,East Midlands,30/1/2022,1209844,14179,
E12000005,West Midlands,30/1/2022,1472291,18554,
E12000006,East of England,30/1/2022,1482671,17612,
E12000007,London,30/1/2022,2247546,22489,
E12000008,South East,30/1/2022,2149214,23970,
E12000009,South West,30/1/2022,1184976,10261,
K02000001,United Kingdom,30/1/2022,24564.9,183419,52345158
E12000001,North East,29/1/2022,734860,8553,
E12000002,North West,29/1/2022,2021611,24727,
E12000003,Yorkshire and The Humber,29/1/2022,1403680,15876,
E12000004,East Midlands,29/1/2022,1204960,14165,
E12000005,West Midlands,29/1/2022,1466588,18533,
E12000006,East of England,29/1/2022,1474964,17594,
E12000007,London,29/1/2022,2239135,22471,
E12000008,South East,29/1/2022,2136445,23947,
E12000009,South West,29/1/2022,1178131,10240,
K02000001,United Kingdom,29/1/2022,24462.1,183231,52333474
E12000001,North East,28/1/2022,732042,8544,
E12000002,North West,28/1/2022,2015306,24698,
E12000003,Yorkshire and The Humber,28/1/2022,1398079,15853,
E12000004,East Midlands,28/1/2022,1198935,14156,
E12000005,West Midlands,28/1/2022,1458631,18506,
E12000006,East of England,28/1/2022,1466366,17575,
E12000007,London,28/1/2022,2229554,22451,
E12000008,South East,28/1/2022,2122698,23938,
E12000009,South West,28/1/2022,1170592,10228,
K02000001,United Kingdom,28/1/2022,24349.6,183053,52314528
E12000001,North East,27/1/2022,728618,8526,
E12000002,North West,27/1/2022,2007842,24673,
E12000003,Yorkshire and The Humber,27/1/2022,1391055,15832,
E12000004,East Midlands,27/1/2022,1192371,14141,
E12000005,West Midlands,27/1/2022,1450681,18492,
E12000006,East of England,27/1/2022,1457232,17561,
E12000007,London,27/1/2022,2218248,22431,
E12000008,South East,27/1/2022,2106874,23918,
E12000009,South West,27/1/2022,1161701,10215,
K02000001,United Kingdom,27/1/2022,24217.6,182854,52297579
E12000001,North East,26/1/2022,724758,8515,
E12000002,North West,26/1/2022,1999472,24642,
E12000003,Yorkshire and The Humber,26/1/2022,1383711,15808,
E12000004,East Midlands,26/1/2022,1185466,14121,
E12000005,West Midlands,26/1/2022,1441504,18472,
E12000006,East of England,26/1/2022,1447060,17546,
E12000007,London,26/1/2022,2206554,22415,
E12000008,South East,26/1/2022,2089868,23897,
E12000009,South West,26/1/2022,1152197,10203,
K02000001,United Kingdom,26/1/2022,24074.3,182644,52281873
E12000001,North East,25/1/2022,720343,8504,
E12000002,North West,25/1/2022,1990330,24621,
E12000003,Yorkshire and The Humber,25/1/2022,1375218,15787,
E12000004,East Midlands,25/1/2022,1178221,14096,
E12000005,West Midlands,25/1/2022,1432031,18452,
E12000006,East of England,25/1/2022,1436220,17527,
E12000007,London,25/1/2022,2193827,22391,
E12000008,South East,25/1/2022,2072632,23876,
E12000009,South West,25/1/2022,1142405,10191,
K02000001,United Kingdom,25/1/2022,23922.8,182449,52266515
E12000001,North East,24/1/2022,716109,8496,
E12000002,North West,24/1/2022,1981878,24599,
E12000003,Yorkshire and The Humber,24/1/2022,1367426,15767,
E12000004,East Midlands,24/1/2022,1170983,14081,
E12000005,West Midlands,24/1/2022,1422980,18431,
E12000006,East of England,24/1/2022,1425599,17508,
E12000007,London,24/1/2022,2183017,22371,
E12000008,South East,24/1/2022,2056258,23866,
E12000009,South West,24/1/2022,1133375,10172,
K02000001,United Kingdom,24/1/2022,23782.6,182258,52252579
E12000001,North East,23/1/2022,712383,8483,
E12000002,North West,23/1/2022,1974321,24562,
E12000003,Yorkshire and The Humber,23/1/2022,1360443,15748,
E12000004,East Midlands,23/1/2022,1164506,14066,
E12000005,West Midlands,23/1/2022,1414363,18409,
E12000006,East of England,23/1/2022,1415891,17486,
E12000007,London,23/1/2022,2173099,22344,
E12000008,South East,23/1/2022,2041538,23841,
E12000009,South West,23/1/2022,1125306,10158,
K02000001,United Kingdom,23/1/2022,23652.4,182039,52236574
E12000001,North East,22/1/2022,708838,8468,
E12000002,North West,22/1/2022,1967302,24530,
E12000003,Yorkshire and The Humber,22/1/2022,1353762,15725,
E12000004,East Midlands,22/1/2022,1158873,14046,
E12000005,West Midlands,22/1/2022,1406506,18387,
E12000006,East of England,22/1/2022,1407502,17466,
E12000007,London,22/1/2022,2163773,22324,
E12000008,South East,22/1/2022,2028512,23829,
E12000009,South West,22/1/2022,1118183,10143,
K02000001,United Kingdom,22/1/2022,23535.5,181823,52224308
E12000001,North East,21/1/2022,705024,8451,
E12000002,North West,21/1/2022,1959281,24498,
E12000003,Yorkshire and The Humber,21/1/2022,1346517,15707,
E12000004,East Midlands,21/1/2022,1153042,14023,
E12000005,West Midlands,21/1/2022,1398464,18370,
E12000006,East of England,21/1/2022,1399443,17443,
E12000007,London,21/1/2022,2153764,22296,
E12000008,South East,21/1/2022,2015656,23803,
E12000009,South West,21/1/2022,1111236,10137,
K02000001,United Kingdom,21/1/2022,23418,181605,52203930
E12000001,North East,20/1/2022,700177,8435,
E12000002,North West,20/1/2022,1949906,24464,
E12000003,Yorkshire and The Humber,20/1/2022,1338396,15678,
E12000004,East Midlands,20/1/2022,1145662,14003,
E12000005,West Midlands,20/1/2022,1388665,18350,
E12000006,East of England,20/1/2022,1388820,17421,
E12000007,London,20/1/2022,2141877,22262,
E12000008,South East,20/1/2022,2000476,23778,
E12000009,South West,20/1/2022,1103086,10127,
K02000001,United Kingdom,20/1/2022,23275.2,181360,52186398
E12000001,North East,19/1/2022,694940,8418,
E12000002,North West,19/1/2022,1939031,24441,
E12000003,Yorkshire and The Humber,19/1/2022,1328645,15658,
E12000004,East Midlands,19/1/2022,1138120,13991,
E12000005,West Midlands,19/1/2022,1377633,18335,
E12000006,East of England,19/1/2022,1378050,17404,
E12000007,London,19/1/2022,2127103,22240,
E12000008,South East,19/1/2022,1984400,23752,
E12000009,South West,19/1/2022,1094661,10116,
K02000001,United Kingdom,19/1/2022,23116.4,181162,52168592
E12000001,North East,18/1/2022,689037,8407,
E12000002,North West,18/1/2022,1927821,24416,
E12000003,Yorkshire and The Humber,18/1/2022,1319351,15643,
E12000004,East Midlands,18/1/2022,1130075,13974,
E12000005,West Midlands,18/1/2022,1366563,18312,
E12000006,East of England,18/1/2022,1366924,17377,
E12000007,London,18/1/2022,2113775,22221,
E12000008,South East,18/1/2022,1968074,23730,
E12000009,South West,18/1/2022,1085595,10102,
K02000001,United Kingdom,18/1/2022,22956.2,180948,52151643
E12000001,North East,17/1/2022,683228,8389,
E12000002,North West,17/1/2022,1917644,24384,
E12000003,Yorkshire and The Humber,17/1/2022,1310204,15623,
E12000004,East Midlands,17/1/2022,1123085,13953,
E12000005,West Midlands,17/1/2022,1356461,18294,
E12000006,East of England,17/1/2022,1357543,17358,
E12000007,London,17/1/2022,2102659,22189,
E12000008,South East,17/1/2022,1954335,23705,
E12000009,South West,17/1/2022,1077949,10095,
K02000001,United Kingdom,17/1/2022,22816.2,180724,52133611
E12000001,North East,16/1/2022,678831,8379,
E12000002,North West,16/1/2022,1908211,24352,
E12000003,Yorkshire and The Humber,16/1/2022,1302452,15597,
E12000004,East Midlands,16/1/2022,1117019,13938,
E12000005,West Midlands,16/1/2022,1347324,18271,
E12000006,East of England,16/1/2022,1349207,17335,
E12000007,London,16/1/2022,2092884,22165,
E12000008,South East,16/1/2022,1942264,23680,
E12000009,South West,16/1/2022,1071447,10081,
K02000001,United Kingdom,16/1/2022,22690.9,180497,52117863
E12000001,North East,15/1/2022,674578,8361,
E12000002,North West,15/1/2022,1900885,24316,
E12000003,Yorkshire and The Humber,15/1/2022,1295154,15576,
E12000004,East Midlands,15/1/2022,1111560,13921,
E12000005,West Midlands,15/1/2022,1339941,18248,
E12000006,East of England,15/1/2022,1342033,17319,
E12000007,London,15/1/2022,2083272,22131,
E12000008,South East,15/1/2022,1931400,23655,
E12000009,South West,15/1/2022,1065708,10067,
K02000001,United Kingdom,15/1/2022,22580.2,180249,52100163
E12000001,North East,14/1/2022,669704,8350,
E12000002,North West,14/1/2022,1891294,24280,
E12000003,Yorkshire and The Humber,14/1/2022,1286635,15552,
E12000004,East Midlands,14/1/2022,1105471,13905,
E12000005,West Midlands,14/1/2022,1331315,18223,
E12000006,East of England,14/1/2022,1334279,17305,
E12000007,London,14/1/2022,2072671,22093,
E12000008,South East,14/1/2022,1920480,23626,
E12000009,South West,14/1/2022,1059679,10053,
K02000001,United Kingdom,14/1/2022,22459.9,179993,52072754
E12000001,North East,13/1/2022,663797,8337,
E12000002,North West,13/1/2022,1879508,24246,
